osm id,name,addrcity,addrcity,source,addrstreet,type
612932024,German Post Office,,,,,museum
612932027,Lamu Museum,,,,,museum
650258722,Shimba Hills National Reserve,,,,,museum
656556828,Gede Ruins,,,,,museum
1412485445,Umoja Women Cultural Village,,,,,museum
1457775345,National Museum of Kenya- Coastal Forest Conservation Unit,,,,,museum
2983360582,Athletics Museum,,,,,museum
3702721540,Elben Historical Site,,,,,museum
4499372144,House of Columns,Malindi,Malindi,,Silversand Road,museum
5063910504,African Adventist Heritage Musuem,,,,,museum
5128771373,Desert Museum - Loiyangalani,Loiyangalani,Loiyangalani,,,museum
5464606635,Kipsaraman Museum,,,,,museum
5555073980,The Judiciary Museum,Nairobi,Nairobi,,City Hall Way,museum
5555704197,Uhuru Park Museum,Nairobi,Nairobi,,Processional Way,museum
6058009844,Colobus Conservation,Diani Beach,Diani Beach,,Diani Beach Road,museum
6106202817,Kitale Museum,Kitale,Kitale,,Kwanza-Kapenguria Road,museum
6115629922,Narok Museum,Narok,Narok,,Kaplong-Narok-Maai Road,museum
6134851705,Meru Museum,Meru,Meru,,Meru-Nairobi Highway,museum
6241666245,Mumias Cultural Center,Mumias,Mumias,,Mumias-Bungoma Road,museum
6808015986,African Heritage House,Mlolongo,Mlolongo,,Mombasa Road,museum
408799985,Kisumu National Museum,,,,,museum
413939836,Abasuba Community Peace Museum,,,,,museum
474970034,Olorgesailie Prehistoric Site,,,,,museum
612932024,German Post Office,,,,,museum
612932027,Lamu Museum,,,,,museum
650258722,Shimba Hills National Reserve,,,,,museum
656556828,Gede Ruins,,,,,museum
1412485445,Umoja Women Cultural Village,,,,,museum
1457775345,National Museum of Kenya- Coastal Forest Conservation Unit,,,,,museum
2983360582,Athletics Museum,,,,,museum
3702721540,Elben Historical Site,,,,,museum
4499372144,House of Columns,Malindi,Malindi,,Silversand Road,museum
5063910504,African Adventist Heritage Musuem,,,,,museum
5128771373,Desert Museum - Loiyangalani,Loiyangalani,Loiyangalani,,,museum
5464606635,Kipsaraman Museum,,,,,museum
5555073980,The Judiciary Museum,Nairobi,Nairobi,,City Hall Way,museum
5555704197,Uhuru Park Museum,Nairobi,Nairobi,,Processional Way,museum
6058009844,Colobus Conservation,Diani Beach,Diani Beach,,Diani Beach Road,museum
6106202817,Kitale Museum,Kitale,Kitale,,Kwanza-Kapenguria Road,museum
6115629922,Narok Museum,Narok,Narok,,Kaplong-Narok-Maai Road,museum
6134851705,Meru Museum,Meru,Meru,,Meru-Nairobi Highway,museum
6241666245,Mumias Cultural Center,Mumias,Mumias,,Mumias-Bungoma Road,museum
6808015986,African Heritage House,Mlolongo,Mlolongo,,Mombasa Road,museum
296963402,Great Rift Valley,,,,,viewpoint
413574643,Kaparatania View Point,,,,,viewpoint
415895276,Baboon Cliff View Point,,,,,viewpoint
415999307,Subukia View Point,,,,,viewpoint
472267376,Makalia Falls viewpoint,,,,,viewpoint
474645242,Impala_observation_point,,,,,viewpoint
474973856,Corner baridi,,,,,viewpoint
474973921,ngong_top,,,,,viewpoint
474974150,ngong_south,,,,,viewpoint
550657689,View point Baringo,,,,,viewpoint
586541177,Swamp,,,,,viewpoint
611260685,Noomotio Observation Point,,,,,viewpoint
646670122,Kalango Hill,,,,,viewpoint
1172744885,Hippo Point,,,,,viewpoint
1172857709,River view,,,,,viewpoint
1263309764,Judgemnt cliff,,,,,viewpoint
1645650029,Fourteen Falls,,,Bing,,viewpoint
1711168498,Mudanda Rock,,,,,viewpoint
1711184846,Lugard Falls,,,GPS,,viewpoint
1938098187,viewpoint,,,,,viewpoint
2050473262,Mahi Mahiu Longonot View Point,,,,Nairobi-Nakuru Road,viewpoint
2050473273,Rift Valley View Point,,,,Nairobi-Nakuru Road,viewpoint
2144689279,Equator,,,,,viewpoint
2185510664,Thompson's Falls,,,,,viewpoint
2365509464,Lions Rock,,,,,viewpoint
2365605705,Kudu Lookout,,,,,viewpoint
3269152393,Forest canopy tower (unsafe),,,GPS track,,viewpoint
3294367508,Monkey Rock,,,,,viewpoint
4086114073,KAY-EM HOUSE,,,,,viewpoint
4089553849,Crocdile Point,,,,,viewpoint
4313392593,Sundowner/ Sunrise Spot,,,,,viewpoint
4313428090,Sundowner Spot,,,,,viewpoint
4313473590,Lgoita Rocks Sundowner Spot,,,,Kalama Conservancy,viewpoint
4315672390,Viewpoint,,,,,viewpoint
4318406792,Lowa Mara Viewpoint,,,,Samburu National Reserve,viewpoint
4328204226,Lake Paradise Viewpoint,,,,,viewpoint
4349420604,Hobley's Volcano Viewpoint,,,,,viewpoint
4349443589,Lion HIll Viewpoint,,,,,viewpoint
4472263286,Mukogodo Forest Nikijabe Viewpoint,,,,,viewpoint
4472388114,Crater lake Viewpoint,,,,,viewpoint
4537892992,View on lake,,,,,viewpoint
4549525040,Kassup waterfall viewpoint,,,,,viewpoint
4549525428,Great Rift Valley Viewpoint,,,,,viewpoint
4549724876,Great Rift Valley Viewpoint,,,,,viewpoint
4577042890,Nyari Viewpoint,,,,,viewpoint
4622788890,Olorgesailie Bridge,,,,,viewpoint
4647951149,Nzambani Rock,,,,,viewpoint
4801431617,Lake Chala Viewpoint with lake access,,,,,viewpoint
4854331044,Lake view point,,,,,viewpoint
4908482622,3rd World Viewpoint,,,,,viewpoint
5007235481,Roaring Rocks Viewpoint,,,,Tsavo West National Park,viewpoint
5007242292,Poachers Lookout,,,,Tsavo West National Park,viewpoint
5024897131,equator,,,,,viewpoint
5042592880,Solomon's Viewpoint,,,,,viewpoint
5064859525,Sundowner Spot,,,,,viewpoint
5105891015,Equator,,,,,viewpoint
5105891016,Equator,,,,,viewpoint
5151569318,Lion Rock,,,,,viewpoint
5153085565,Horned Viper Rock,,,,,viewpoint
5181218452,Kamburu_Dam_Viewpoint,,,,,viewpoint
5327136830,Muchingoi Viewpoint,,,,,viewpoint
5518735167,Lake Viewpoint,,,,,viewpoint
5524593034,Shaba Main Viewpoint,,,,,viewpoint
5525043423,River Viewpoint,,,,,viewpoint
5525044473,River Viewpoint,,,,,viewpoint
5606918872,Sunset Viewpoint,,,,,viewpoint
5748678821,River Viewpoint JF,,,,,viewpoint
5748679021,Sunrise viewpoint,,,,,viewpoint
6054224728,Nyani Rock Viewpoint,,,,,viewpoint
6054253568,Laragai Viewpoint,,,,,viewpoint
6362111747,Sundowner Viewpoint,,,,,viewpoint
6364919885,Flamingo Viewpoint,,,,,viewpoint
6374279940,Ngong viewpoint,,,,,viewpoint
6505884885,Birds view stp,,,,,viewpoint
6505885085,Upper Lake view stp,,,,,viewpoint
6532248685,Hippos and crocodiles view stp,,,,,viewpoint
6578600085,Incredible view,,,,,viewpoint
6909462285,Lirhanda Hill,,,,,viewpoint
7132875085,Lesiolo valley,,,,,viewpoint
8319498148,Lake Bogoria viewpoint,,,,,viewpoint
8483709320,Canyon human made,,,,,viewpoint
8483709321,Zebra and giraffe free safari,,,,,viewpoint
8483709917,Waterfall forest and tea plantations view,,,,,viewpoint
8524673918,"Waterfall viewpoint, nice trail",,,,,viewpoint
8524674817,Another fall!,,,,,viewpoint
8524674917,Awesome view on top of the rocks,,,,,viewpoint
8598104217,Little waterfalls and good view,,,,,viewpoint
8598104218,View on torok falls during the climb,,,,,viewpoint
8628573425,Kolsungur summit (cross) 3160m,,,,,viewpoint
9283502265,Viewpoint,,,,,viewpoint
9330310717,Kwa DA SHAMSA LIKONI,,,,,viewpoint
9330310917,MoonQue House,,,,,viewpoint
9330310918,Pungu villa,,,,,viewpoint
344967733,Jungle Snake Park,,,,,zoo
650087603,Haller Park,,,,,zoo
5520651623,Chimpanzee Enclosure,,,,,zoo
